CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventYear,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20180122,2018,Cleanup,8.516696451,47.33958832,8.516876114,47.34000227
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20180123,2018,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,Z_ichsee-Feldeggstr-B_ningerSand,CH,,101,,,20180123,2018,Cleanup,8.547368237,47.35939223,8.547258755,47.35849086
Swiss Litter Report,lacl_an_vidy_santie,CH,,27,,,20180123,2018,Cleanup,6.589607778,46.51831778,6.589910971,46.51844939
Swiss Litter Report,aare_k_iz_hoppej,CH,,22,,,20180124,2018,Cleanup,7.458170283,46.9345885,7.458467186,46.93457381
Marnoba,"Alabortza, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Pebbels,20180124,2018,Cleanup,-1.922777891,43.33333206,-1.921777891,43.33333206
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20180124,2018,Cleanup,9.299551653,47.12182823,9.299250399,47.12170236
Marnoba,"Agiti, Gipuzkoa",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180124,2018,Cleanup,-2.074166536,43.30805588,-2.073166536,43.30805588
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180124,2018,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180124,2018,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20180124,2018,Cleanup,8.513088026,47.42847285,8.512952828,47.42936038
Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20180125,2018,Cleanup,8.5323698,47.37314949,8.532494759,47.37329486
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180126,2018,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20180126,2018,Cleanup,8.526254935,47.31242173,8.526473899,47.31196494
gBqsPxAZ,sihl_leimbach_kruegerm,,,27,Urban,Pebbels,20180126,2018,Cleanup,8.51918985,47.32567969,8.519101072,47.32544824
Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20180126,2018,Cleanup,9.436171386,47.50629918,9.436930447,47.50564823
Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20180126,2018,Cleanup,8.553682053,47.27269458,8.553417376,47.27282803
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_2,CH,,68,,,20180127,2018,Cleanup,8.417307579,47.04395301,8.418082376,47.04426291
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_1,CH,,23,,,20180127,2018,Cleanup,8.418568937,47.04453213,8.418664934,47.04472764
Swiss Litter Report,vierwaldst_tersee_weggis_sch_erls_3,CH,,67,,,20180127,2018,Cleanup,8.410800962,47.02995659,8.41128942,47.02945143
Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20180127,2018,Cleanup,7.452097669,46.98936306,7.451373357,46.98999934
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180128,2018,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180128,2018,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,Z_ichsee_K_nachterhorn_Thirkell-WhiteJ,CH,,14,,,20180128,2018,Cleanup,8.576860181,47.3176849,8.576951828,47.31757357
Marnoba,"As Sinas, Pontevedra",ES,North-east Atlantic Ocean,100,Urban,Other (mixed),20180128,2018,Cleanup,-8.210000038,43.27750015,-8.209000038,43.27750015
Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20180128,2018,Cleanup,9.320376016,47.41024245,9.320739558,47.41049912
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180128,2018,Cleanup,8.394224168,47.27835446,8.394188671,47.27845497
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180129,2018,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180129,2018,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20180129,2018,Cleanup,8.191873684,47.1286181,8.191974288,47.12875135
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180129,2018,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20180129,2018,Cleanup,10.319994,46.800876,10.320026,46.801537
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20180129,2018,Cleanup,7.610348826,47.55821758,7.609944468,47.5580976
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20180130,2018,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180130,2018,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20180130,2018,Cleanup,8.8280292,47.67552363,8.828461852,47.67560242
Swiss Litter Report,Emme_Utzenstorf_Gr_tert,CH,,9,Rural,Other (mixed),20180130,2018,Cleanup,7.539627,47.123696,7.53951,47.12369645
Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20180130,2018,Cleanup,8.478881171,47.10668688,8.478635696,47.10660264
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180131,2018,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180131,2018,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20180131,2018,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180131,2018,Cleanup,8.864125149,47.26842718,8.864092428,47.26831725
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180131,2018,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20180131,2018,Cleanup,7.108311404,47.03839843,7.107976582,47.03861686
Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20180131,2018,Cleanup,8.513443532,47.39453926,8.5139733,47.3944089
Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20180131,2018,Cleanup,7.607008497,47.5036817,7.607005388,47.50400169
Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20180201,2018,Cleanup,8.689797231,47.35012739,8.689775815,47.3498032
Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20180201,2018,Cleanup,8.689880503,47.34743605,8.689901364,47.34720766
Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180202,2018,Cleanup,7.558994821,47.16922077,7.558936715,47.16909278
Swiss Litter Report,Mammern swisslitterreport,DE,,375,Rural,Pebbels,20180203,2018,Cleanup,8.955316774,47.65583658,8.951153569,47.65394064
Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20180204,2018,Cleanup,8.23655808,47.49485534,8.236561215,47.49467313
Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20180205,2018,Cleanup,8.605145777,47.40291945,8.604494396,47.40278261
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20180207,2018,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,aare_rupperswil_badert,CH,,46,,,20180210,2018,Cleanup,8.112553668,47.41030895,8.112171449,47.41063741
Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20180210,2018,Cleanup,8.066017963,47.40566917,8.065563868,47.40528554
Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20180210,2018,Cleanup,8.540236953,47.19540185,8.540653772,47.19529442
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180210,2018,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,Birsk_fli Rusco,DE,,50,,,20180211,2018,Cleanup,7.617291605,47.55774291,7.617696603,47.55737978
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20180213,2018,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,ZugerseeCholler_Cham_BlarerM,CH,,36,,,20180213,2018,Cleanup,8.48001275,47.17821571,8.480429569,47.17805451
Swiss Litter Report,Limmat_Zuerich_JansenA,CH,,54,,,20180213,2018,Cleanup,8.484684679,47.40002469,8.484395636,47.40047043
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180213,2018,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,z_ichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20180213,2018,Cleanup,8.536154524,47.34588993,8.536054832,47.34633013
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20180214,2018,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20180215,2018,Cleanup,7.657882391,46.7044368,7.658185572,46.70428087
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180216,2018,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20180216,2018,Cleanup,10.319994,46.800876,10.320026,46.801537
PALS: STOP BASURAS MARINAS,La Llana,ES,Mediterranean Sea,479,Rural,Sandy,20180217,2018,Monitoring,-0.757737212,37.81389884,-0.757898515,37.81821061
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20180219,2018,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,aare_k_iz_hoppej,CH,,22,,,20180219,2018,Cleanup,7.458170283,46.9345885,7.458467186,46.93457381
Swiss Litter Report,Lacl_an_Gland_LecoanetS,CH,,85,,,20180219,2018,Cleanup,6.281958615,46.40281064,6.281908085,46.40357722
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180220,2018,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
gBqsPxAZ,Playa de las Amoladeras,ES,Mediterranean Sea,864,Rural,Sandy,20180221,2018,Cleanup,-0.709776,37.641286,-0.703418,37.635364
Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20180221,2018,Cleanup,8.5323698,47.37314949,8.532494759,47.37329486
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20180222,2018,Monitoring,14.11737,42.55515,14.11837,42.55515
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180222,2018,Cleanup,8.864125149,47.26842718,8.864092428,47.26831725
gBqsPxAZ,Ilbarritz,FR,North-east Atlantic Ocean,503,Urban,Sandy,20180222,2018,Cleanup,-1.57828589,43.46136516,-1.581731406,43.45759598
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180223,2018,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20180223,2018,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20180223,2018,Cleanup,8.526254935,47.31242173,8.526473899,47.31196494
Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20180223,2018,Cleanup,8.553682053,47.27269458,8.553417376,47.27282803
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180224,2018,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Z_ichsee-Feldeggstr-B_ningerSand,CH,,101,,,20180224,2018,Cleanup,8.547368237,47.35939223,8.547258755,47.35849086
Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20180224,2018,Cleanup,8.513443532,47.39453926,8.5139733,47.3944089
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180225,2018,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,glatt_oerlikon_covosN,CH,,6,,,20180225,2018,Cleanup,8.566711984,47.41676913,8.566762128,47.4168178
Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20180225,2018,Cleanup,8.698713288,47.21764584,8.698372227,47.21772673
gBqsPxAZ,sihl_leimbach_kruegerm,,,27,Urban,Pebbels,20180225,2018,Cleanup,8.51918985,47.32567969,8.519101072,47.32544824
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180225,2018,Cleanup,8.394224168,47.27835446,8.394188671,47.27845497
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180226,2018,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180226,2018,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20180226,2018,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20180226,2018,Cleanup,7.587948481,47.59115102,7.58783016,47.59090377
Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20180226,2018,Cleanup,7.587318068,47.58940625,7.587464405,47.58973545
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20180226,2018,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180226,2018,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sense_T_ishaus_g-cubes,CH,,41,Rural,Pebbels,20180226,2018,Cleanup,7.353188932,46.88312064,7.353139568,46.88348981
Swiss Litter Report,lacl_an_vidy_santie,CH,,27,,,20180226,2018,Cleanup,6.589607778,46.51831778,6.589910971,46.51844939
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180227,2018,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,Emme_Utzenstorf_Gr_tert,CH,,9,Rural,Other (mixed),20180227,2018,Cleanup,7.539627,47.123696,7.53951,47.12369645
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20180227,2018,Cleanup,7.610348826,47.55821758,7.609944468,47.5580976
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180228,2018,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Z_ichsee_K_nachterhorn_Thirkell-WhiteJ,CH,,14,,,20180228,2018,Cleanup,8.576860181,47.3176849,8.576951828,47.31757357
Swiss Litter Report,Birs_basel_l_erachs,CH,,28,Urban,Pebbels,20180228,2018,Cleanup,7.62259813,47.54604972,7.622613868,47.54629724
Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20180228,2018,Cleanup,8.191873684,47.1286181,8.191974288,47.12875135
Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20180228,2018,Cleanup,7.488301149,46.9235719,7.488904817,46.92352772
Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20180228,2018,Cleanup,8.53832789,47.38189811,8.538454926,47.38161864
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20180228,2018,Cleanup,9.299551653,47.12182823,9.299250399,47.12170236
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180228,2018,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20180228,2018,Cleanup,7.108311404,47.03839843,7.107976582,47.03861686
Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20180228,2018,Cleanup,9.436171386,47.50629918,9.436930447,47.50564823
Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20180228,2018,Cleanup,8.8280292,47.67552363,8.828461852,47.67560242
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180228,2018,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,rhein_eglisau_gomringerp,CH,,6,Rural,Pebbels,20180228,2018,Cleanup,8.534584747,47.57331594,8.534512568,47.57334535
Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20180228,2018,Cleanup,8.513088026,47.42847285,8.512952828,47.42936038
Marnoba,"A Lanzada, Pontevedra",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180301,2018,Cleanup,-8.875800133,42.45066833,-8.874800133,42.45066833
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180304,2018,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Vecchiano,IT,Mediterranean Sea,111,,,20180305,2018,Monitoring,10.26693,43.78593,10.26793,43.78593
Monitoraggio Strategia Marina  Ministero dell_mbiente,Castiadas Costa Rei,IT,Mediterranean Sea,99,,,20180306,2018,Monitoring,9.58123,39.26378,9.58223,39.26378
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20180307,2018,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Monitoraggio Strategia Marina  Ministero dell_mbiente,Crotone Foce Neto,IT,Mediterranean Sea,99,,,20180308,2018,Monitoring,17.14649,39.20006,17.14749,39.20006
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lido Saraceni,IT,Mediterranean Sea,99,,,20180308,2018,Monitoring,14.41313,42.34492,14.41413,42.34492
Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180308,2018,Cleanup,7.558994821,47.16922077,7.558936715,47.16909278
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180308,2018,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,Birsk_fli Rusco,DE,,50,,,20180308,2018,Cleanup,7.617291605,47.55774291,7.617696603,47.55737978
Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20180309,2018,Cleanup,8.605145777,47.40291945,8.604494396,47.40278261
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180309,2018,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20180309,2018,Monitoring,14.04035,42.65099,14.04135,42.65099
Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20180309,2018,Cleanup,8.769881407,47.23464309,8.770014323,47.2345991
Swiss Litter Report,ZugerseeCholler_Cham_BlarerM,CH,,36,,,20180310,2018,Cleanup,8.48001275,47.17821571,8.480429569,47.17805451
Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20180310,2018,Cleanup,8.540236953,47.19540185,8.540653772,47.19529442
Monitoraggio Strategia Marina  Ministero dell_mbiente,Alghero Lido,IT,Mediterranean Sea,99,,,20180313,2018,Monitoring,8.3172,40.56504,8.3182,40.56504
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180314,2018,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Monitoraggio Strategia Marina  Ministero dell_mbiente,Gioia Tauro,IT,Mediterranean Sea,99,,,20180314,2018,Monitoring,15.87756,38.42341,15.87856,38.42341
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20180314,2018,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20180314,2018,Cleanup,8.717210402,47.69152541,8.715379336,47.69072451
Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20180314,2018,Cleanup,9.295418846,47.3250986,9.295691383,47.32484209
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20180315,2018,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20180315,2018,Cleanup,7.488301149,46.9235719,7.488904817,46.92352772
Swiss Litter Report,Limmat_Zuerich_JansenA,CH,,54,,,20180315,2018,Cleanup,8.484684679,47.40002469,8.484395636,47.40047043
Marnoba,"San Amaro, A Coru_",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180316,2018,Cleanup,-8.396354,43.382106,-8.395354,43.382106
Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20180316,2018,Cleanup,8.8280292,47.67552363,8.828461852,47.67560242
Monitoraggio Strategia Marina  Ministero dell_mbiente,Porto Garibaldi,IT,Mediterranean Sea,99,,,20180316,2018,Monitoring,12.25187,44.67587,12.25287,44.67587
Monitoraggio Strategia Marina  Ministero dell_mbiente,Area Naturale di Foce Bevano,IT,Mediterranean Sea,99,,,20180316,2018,Monitoring,12.3247,44.36237,12.3257,44.36237
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20180317,2018,Cleanup,8.526254935,47.31242173,8.526473899,47.31196494
Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20180317,2018,Cleanup,10.319994,46.800876,10.320026,46.801537
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20180318,2018,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Marnoba,"Razo, A Coru_",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180318,2018,Cleanup,-8.71194458,43.28472137,-8.71094458,43.28472137
Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20180318,2018,Cleanup,6.154318667,46.17849118,6.154981568,46.17828964
Swiss Litter Report,Lacl_an_Gland_LecoanetS,CH,,85,,,20180318,2018,Cleanup,6.281958615,46.40281064,6.281908085,46.40357722
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20180319,2018,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20180319,2018,Monitoring,9.67479,40.78152,9.67579,40.78152
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20180320,2018,Monitoring,13.5463,45.78514,13.5473,45.78514
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20180320,2018,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Chioggia spiaggia di Sottomarina,IT,Mediterranean Sea,99,,,20180320,2018,Monitoring,12.30377,45.19951,12.30477,45.19951
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lido di Staranzano,IT,Mediterranean Sea,99,,,20180320,2018,Monitoring,13.52198,45.76578,13.52298,45.76578
Monitoraggio Strategia Marina  Ministero dell_mbiente,Fossalon,IT,Mediterranean Sea,99,,,20180321,2018,Monitoring,13.51231,45.71552,13.51331,45.71552
gBqsPxAZ,Lara Beach,CY,Mediterranean Sea,101,Rural,Sandy,20180321,2018,Monitoring,32.31190207,34.95961322,32.31134417,34.95882889
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180322,2018,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Monitoraggio Strategia Marina  Ministero dell_mbiente,Localit? Isola S. Andrea presso Marano e Grado,IT,Mediterranean Sea,99,,,20180322,2018,Monitoring,13.23547,45.71393,13.23647,45.71393
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180322,2018,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
gBqsPxAZ,Kalogria,GR,Mediterranean Sea,267,Rural,Sandy,20180322,2018,Monitoring,21.36451426,38.164382,21.36499756,38.16200321
Monitoraggio Strategia Marina  Ministero dell_mbiente,Rimini,IT,Mediterranean Sea,99,,,20180322,2018,Monitoring,12.57701,44.07746,12.57801,44.07746
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180322,2018,Cleanup,8.864125149,47.26842718,8.864092428,47.26831725
Swiss Litter Report,z_ichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20180322,2018,Cleanup,8.536154524,47.34588993,8.536054832,47.34633013
Monitoraggio Strategia Marina  Ministero dell_mbiente,Quagliodromo,IT,Mediterranean Sea,99,,,20180323,2018,Monitoring,10.58904,42.95419,10.59004,42.95419
Monitoraggio Strategia Marina  Ministero dell_mbiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20180323,2018,Monitoring,16.60757,38.81367,16.60857,38.81367
Monitoraggio Strategia Marina  Ministero dell_mbiente,Sant'Anna Arresi Porto Pino,IT,Mediterranean Sea,99,,,20180323,2018,Monitoring,8.6229,38.94111,8.6239,38.94111
Swiss Litter Report,Sense_T_ishaus_g-cubes,CH,,41,Rural,Pebbels,20180323,2018,Cleanup,7.353188932,46.88312064,7.353139568,46.88348981
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180324,2018,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180324,2018,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180324,2018,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,aare_rupperswil_badert,CH,,46,,,20180324,2018,Cleanup,8.112553668,47.41030895,8.112171449,47.41063741
Swiss Litter Report,glatt_oerlikon_covosN,CH,,6,,,20180324,2018,Cleanup,8.566711984,47.41676913,8.566762128,47.4168178
Swiss Litter Report,Birs_basel_l_erachs,CH,,28,Urban,Pebbels,20180324,2018,Cleanup,7.62259813,47.54604972,7.622613868,47.54629724
Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20180324,2018,Cleanup,8.066017963,47.40566917,8.065563868,47.40528554
Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20180324,2018,Cleanup,8.5323698,47.37314949,8.532494759,47.37329486
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180324,2018,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
